Dataset	Random-mean	P-value
0	0.21780716	1.49834591653014e-10
1	0.21899803	9.833909409744382e-11
2	0.22515398	1.22877510419595e-11
3	0.22791969	5.072992799701951e-12
4	0.23726204	3.1307828747272034e-13
5	0.22902804	3.5877341591081957e-12
6	0.2303373	2.3967336524806356e-12
7	0.22555181	1.0799795822392266e-11
8	0.22530475	1.1700276468534644e-11
9	0.22610522	9.034071882233466e-12
10	0.22985493	2.7787909372953777e-12
11	0.22324177	2.3053435585814056e-11
12	0.22315069	2.3763564875783797e-11
13	0.23131355	1.7812122786384775e-12
14	0.21960783	7.945743901268028e-11
15	0.22016356	6.55191051457084e-11
16	0.2336016	8.999915983841087e-13
17	0.22675164	7.344682619156121e-12
18	0.23123157	1.8259300924716e-12
19	0.2225117	2.942838412229423e-11
20	0.22559932	1.063503935846495e-11
21	0.22342619	2.1682129785608215e-11
22	0.22978098	2.8427308603278686e-12
23	0.22699497	6.796864930043169e-12
24	0.22647429	8.025351606953444e-12
25	0.22326177	2.2900468300900456e-11
26	0.22971823	2.898184274070472e-12
27	0.22251278	2.941770971885259e-11
28	0.22372178	1.9657969847562463e-11
29	0.21897445	9.915642458497063e-11
30	0.22479273	1.3823236564666167e-11
31	0.22668761	7.496315144122415e-12
32	0.22914771	3.4569591769710225e-12
33	0.22897191	3.6508319256635115e-12
34	0.21788169	1.4591009289962707e-10
35	0.22739557	5.985483960315136e-12
36	0.22610439	9.036483013118142e-12
37	0.22030671	6.235694823992586e-11
38	0.22504176	1.2744825091040125e-11
39	0.22644359	8.104617942008072e-12
40	0.23373531	8.652705017493705e-13
41	0.22920355	3.397640078447265e-12
42	0.22807762	4.8273228495515705e-12
43	0.22756891	5.666199935429797e-12
44	0.22152124	4.1129285213877136e-11
45	0.22687792	7.054887691683311e-12
46	0.22466999	1.4389163960930572e-11
47	0.22603236	9.248292550582232e-12
48	0.22573274	1.0186159346753924e-11
49	0.22862096	4.0723655622725385e-12
50	0.22509108	1.2541809449907629e-11
51	0.22679578	7.2420084798412766e-12
52	0.22477993	1.3881160820401117e-11
53	0.22520366	1.209086554449594e-11
54	0.22210246	3.377697494374335e-11
55	0.22625575	8.607635310877514e-12
56	0.23015594	2.5335445643855343e-12
57	0.22612691	8.971298988048356e-12
58	0.23204239	1.4302993594046256e-12
59	0.22958319	3.021364046623723e-12
60	0.23058113	2.22477979121622e-12
61	0.22202594	3.466139260883164e-11
62	0.23159232	1.6374737448054966e-12
63	0.22607212	9.130746083800355e-12
64	0.22464533	1.4505735923397748e-11
65	0.22369842	1.9810560513503282e-11
66	0.231477	1.6954159083146005e-12
67	0.22710504	6.563157013703042e-12
68	0.22646033	8.061295647362018e-12
69	0.22233979	3.117975128622747e-11
70	0.22830061	4.501283269600318e-12
71	0.22159756	4.0076056027297106e-11
72	0.22139845	4.288442274731847e-11
73	0.21953864	8.139630228440275e-11
74	0.22095967	4.981708176987231e-11
75	0.22852819	4.192025497642122e-12
76	0.22004289	6.831362210855248e-11
77	0.22440631	1.5687700235072545e-11
78	0.21997584	6.991949046262138e-11
79	0.22689246	7.022290665213451e-12
80	0.23158014	1.6434952159427603e-12
81	0.22079504	5.270934869491264e-11
82	0.21962157	7.90781412348967e-11
83	0.23443129	7.057189518318488e-13
84	0.2303148	2.41328157003933e-12
85	0.22499787	1.2928355600989284e-11
86	0.22691985	6.961309191406849e-12
87	0.23004348	2.6224301272746637e-12
88	0.2209529	4.993271483679657e-11
89	0.22113796	4.686967159514975e-11
90	0.21714301	1.900252925520523e-10
91	0.23346183	9.378367436497396e-13
92	0.22838742	4.380614281999642e-12
93	0.22482237	1.3690066103666108e-11
94	0.21924773	9.010026392009923e-11
95	0.22547639	1.1066798018955083e-11
96	0.23031362	2.4141526831109244e-12
97	0.22299866	2.4999864070609232e-11
98	0.22733492	6.1015599453785105e-12
99	0.22343753	2.160061902124264e-11
100	0.22438444	1.5800723420816482e-11
101	0.22717502	6.418920888078856e-12
102	0.22276965	2.698947415671016e-11
103	0.22237721	3.078953876763425e-11
104	0.22874262	3.9207918355127646e-12
105	0.21875435	1.0713356946368511e-10
106	0.21956946	8.052667082788778e-11
